ItemName1 萨以特
ItemHelp1031 天竺国佛家的修行帽，呈莲花逆转的样子向上竖起；当佛法越高深莲花就会越向中间集中。
ItemInfo1031 防御力 +28点
ItemName1032 藤鞋
ItemHelp1032 用树藤编成的鞋子，轻便但不是很耐用。
ItemInfo1032 敏捷度 +2点
ItemName1033 鳞靴
ItemHelp1033 取生物的鳞片或者用人工制品作成鳞片状；这些都称之为鳞靴。
ItemInfo1033 敏捷度 +4点
ItemName1034 鹰爪靴
ItemHelp1034 在鞋尖装设一小机关，当启动时会突出三只小勾爪，如此便能在无武器时也能作攻击了。
ItemInfo1034 敏捷度 +3点
ItemName1035 冰雕鞋
ItemHelp1035 用奇特不溶的冰块(玻璃)雕塑成漂亮的鞋子；这种鞋子贵族特别喜爱穿。
ItemInfo1035 敏捷度 +6点
ItemName1036 凤羽靴
ItemHelp1036 浴火中的凤凰会掉落许多羽毛，在羽毛未落地之前将其搜集在皮囊内便能保有其神秘的力量。
ItemInfo1036 敏捷度 +8点
ItemName1037 蛇皮短靴
ItemHelp1037 将十种不同的蛇皮作成皮靴，每一种蛇皮都有其不同的功用；是西域地区特殊的短靴。
ItemInfo1037 敏捷度 +7点
ItemName1038 捆炼鞋
ItemHelp1038 一种奇特的怪鞋，防御力相当卓越；但是当穿上它时会突然感到体力的留失与消耗。
ItemInfo1038 敏捷度 +4点
ItemName1039 绣花叶鞋
ItemHelp1039 普通的绣花鞋加上能治疗的神奇叶子，如此走越久便会觉得越轻松。
ItemInfo1039 敏捷度 +6点
ItemName1040 流光鞋
ItemHelp1040 有着行云流水之光，让敌人摸不到正确的攻击位置。
ItemInfo1040 敏捷度 +11点
ItemName1041 閰气靴
ItemHelp1041 黑暗工匠制作的魔靴，穿上它全身都充满黑暗之气；魔性之人更能发挥其能力。
ItemInfo1041 敏捷度 +6点
ItemName1042 手镯
ItemHelp1042 一般的手镯，材质不定从铜到金都有。
ItemInfo1042 防御力 +1点
ItemName1043 玉镯
ItemHelp1043 玉制的手镯纯粹装饰用。
ItemInfo1043 防御力 +2点
ItemName1044 白金之腕
ItemHelp1044 用坚硬的斥金作好再包一层银，战斗的用途较大。
ItemInfo1044 防御力 +5点
ItemName1045 雨云之腕
ItemHelp1045 拥有神秘的水之力，装备后对于火的伤害可以渐渐的淡化掉。
ItemInfo1045 防御力 +11点
ItemName1046 景衣法镯
ItemHelp1046 景教的圣镯，同时也是一种代表景教的饰物。
ItemInfo1046 防御力 +8点
ItemName1047 般若裟腕
ItemHelp1047 镯上刻满许多的梵文，据说是大食商人从外地带回来的。
ItemInfo1047 防御力 +10点
ItemName1048 加卡达镯
ItemHelp1048 加卡达在梵文的意思是本生之义，就是佛前生的故事；传闻将此镯戴在手上可了解自身和他人的今生与前世。
ItemInfo1048 防御力 +13点
ItemName1049 晷日天轮
ItemHelp1049 为二郎神杨戢的护身法镯，于一次捉妖大战中掉入凡间；下落还不知在何处。
ItemName1050 碧英之腕
ItemHelp1050 在南夷之地有一将消失的部落，而此腕是唯一的讯息；而此腕则是部落公主的手饰之一。
ItemInfo1050 防御力 +18点
ItemName1051 莲腕钏
ItemHelp1051 佛家专有的圣护腕。
ItemInfo1051 防御力 +23点
ItemName1052 修罗膀腕
ItemHelp1052 什么地方发现的已经不知道了，只是戴上的人都会神智不清招受控制。
ItemInfo1052 防御力 +2点
ItemName1053 千佛镯
ItemHelp1053 浩大的法力之镯，戴上它在攻击时会有如千手观音般的千只手在攻击敌人。
ItemInfo1053 防御力 +23点
ItemName1054 玉莲衣
ItemName1055 虹纱羽
ItemName1056 罡气披风
ItemName1057 金茧甲
ItemName1058 萱华柔甲
ItemName1059 红雀镯
ItemHelp1059 红雀─只有在特殊情况下才会出现，据说看见的人会带来幸运的，故人们有将它的外观刻印在手镯上。
ItemInfo1059 防御力 +11点
ItemName1060 雪蚕护手
ItemHelp1060 来自天山区域的雪蚕丝，编织成护手；由于材料稀有珍贵所以只会用来制作一些小物品。
ItemName1061 雀羽云手
ItemHelp1061 在一小片霞云中隐约看见一个用羽毛作成的手套，传说中是圣兽朱雀的羽毛。
ItemName1062 无痕鞋
ItemName1063 燕舞靴
ItemName1064 七情束
ItemName1065 五结簪
ItemName1101 聚雷光符
ItemHelp1101 集天地之元，聚成一小型的精元雷电。
ItemInfo1101 雷电系 单人攻击性符咒
ItemName1102 火球符
ItemHelp1102 在天空凭空产生一火球投射燃烧敌人。
ItemInfo1102 火系 单人攻击性符咒
ItemName1103 魔炎符
ItemHelp1103 藉由大地之气引动高热的上升气流，瞬间于敌人下方爆裂。
ItemInfo1103 火系 单人攻击性符咒
ItemName1104 冰雹符
ItemHelp1104 运用魔咒唤云凝冰，从天降下无数的小冰石。
ItemInfo1104 水系 全体攻击性符咒
ItemName1105 六芒星符
ItemHelp1105 以黑暗之力摧动巨大剑气在地面刻画出巨大的六芒星。
ItemInfo1105 暗系 单人攻击性符咒
ItemName1106 阎火符
ItemHelp1106 同样的火焰却发出阴森的寒气；被燃烧之人全身会奇寒无比。
ItemInfo1106 暗系 单人攻击性符咒
ItemName1107 食魂符
ItemHelp1107 让敌人的魂魄暂时脱离，使其无法连续攻击。
ItemInfo1107 暗系 单人辅助性符咒
ItemName1108 狂浪袭符
ItemHelp1108 妖力够强的妖魔鬼怪都能借助大自然的力量攻击敌人，狂浪袭就是其中一种；凭空出现一阵阵强大的巨浪攻击对手。
ItemInfo1108 水系 全体攻击性符咒
ItemName1109 缠丝气符
ItemHelp1109 将自身的灵力化成一丝丝的浮游红气，进而将敌人慢慢的缠绕至死。
ItemInfo1109 光系 单人攻击性符咒
ItemName1110 海灵弹符
ItemHelp1110 将水之精元凝聚成一冰寒的小球，向敌方袭击而去；在命中时瞬间将寒气释放出。
ItemInfo1110 水系 单人攻击性符咒
ItemName1111 冻雾符
ItemHelp1111 由自身发出奇异的寒气，连雾气都能冻结。
ItemInfo1111 水系 单人辅助性符咒
ItemName1112 凝冰符
ItemHelp1112 将天地间的寒气一点一滴的侵入敌人的体内，进而伤害生物的内部。
ItemInfo1112 水系 单人攻击性符咒
ItemName1113 霜漩流符
ItemHelp1113 以极寒的法力将大气凝结成冰霜块，并以高速旋转撞击敌人。
ItemInfo1113 水系 全体攻击性符咒
ItemName1114 幻光圣剑符
ItemHelp1114 发射出许多神圣的小光剑包围敌人。
ItemInfo1114 光系 单人攻击性符咒
ItemName1115 天降雷火符
ItemHelp1115 于东亚地区都传说着，天界会在人类犯下大错时降下无匹力量的天火，加以惩戒。
ItemInfo1115 雷电系 单人攻击性符咒
ItemName1116 灭灵光环符
ItemHelp1116 将自身的生命精元化成一阵阵的冲击波来伤害敌人。
ItemInfo1116 光系 单人攻击性符咒
ItemName1117 灵魔幻音符
ItemHelp1117 利用自身的灵气震荡出一阵阵奇妙的幻音，听到此音的人如不马上宁神定心的话，体内六腑则会受到不小的伤害。
ItemInfo1117 暗系 全体攻击性符咒
ItemName1118 雷霆光铧符
ItemHelp1118 引天地之力夹雷霆万钧之力奔冲击下，受击者无能幸还；因为其力量恐怕连十吋钢铁都能贯穿。
ItemInfo1118 雷电系 全体攻击性符咒
ItemName1119 封灵灭法符
ItemHelp1119 祭念出奇特的咒语将其灵力暂时封于体内；让受术者不能施展法术。
ItemInfo1119 暗系 单人辅助性符咒
ItemName1120 地龙钻符
ItemHelp1120 将灵力贯注于地底的泥沙中，使原本柔软且无杀伤力的污土化为坚硬的尖石从地底钻出攻击敌人。
ItemInfo1120 土系 单人攻击性符咒
ItemName1121 降龙拳符
ItemHelp1121 少林寺七十二绝技之一，全靠拳法劲力降服对手，练致颠峰时是一套强劲的拳法。
ItemInfo1121 物理系 单人攻击性符咒
ItemName1122 五雷咒符
ItemHelp1122 古老的密法中有记载着引雷之术，道士将其密法写化成咒，藉以伤害他人。不过此法相当耗费精力。
ItemInfo1122 雷电系 全体攻击性符咒
ItemName1123 三昧阴火劫符
ItemHelp1123 以阴邪之力催动天外之灵火，瞬间将大地的一切燃烧殆尽。
ItemInfo1123 火系 全体攻击性符咒
ItemName1124 风卷残云符
ItemHelp1124 以天灵之风环绕敌人身体四周，渐而将其身形一点一滴撕灭，其状有如风吹散浮云般。
ItemInfo1124 风系 全体攻击性符咒
ItemName1125 仙灵冰封符
ItemHelp1125 引以天外之寒流将敌人完全封灵。
ItemInfo1125 水系 全体攻击性符咒
ItemName1126 移魂仙乐符
ItemHelp1126 凡是天界吟唱或弹奏的声、乐，皆是美妙不可言语的声音，闻听之人一不小心就会听的出神。
ItemInfo1126 光系 单人攻击性符咒
ItemName1127 除魔灵鼓符
ItemHelp1127 以神力敲击仙鼓，发出的声响能摧毁眼前一切低等邪灵。
ItemInfo1127 光系 单人攻击性符咒
ItemName1128 日轮烈焰符
ItemHelp1128 发出无匹的仙灵烈焰，其势有如太阳的高温焰环；被焚烧之人几乎无幸存的。
ItemInfo1128 火系 全体攻击性符咒
ItemName1129 残月锁漪符
ItemHelp1129 以强大的仙力，并借助天月之力引动强力的束缚力；此状好像连水泼涟漪瞬间停住般。
ItemInfo1129 水系 全体攻击性符咒
ItemName1130 流云幻光符
ItemHelp1130 是仙灵之光，如行云流水般的缠绕的敌人的周遭；心有邪念之人则会被瞬间净化。
ItemInfo1130 光系 单人攻击性符咒
ItemName1501 烈火术
ItemHelp1501 最初期的火系魔法，能凭空产生一烈焰燃烧敌人。
ItemInfo1501 效果：火系低等伤害  对象：敌方单人
ItemName1502 焰火环
ItemHelp1502 引天外方界高热的火环将敌人紧紧的束缚住。
ItemInfo1502 效果：麻痹  对象：敌方单人
ItemName1503 火灵气罩
ItemHelp1503 利用火的力量加诸在我方伙伴身上使其激发出内在潜能。
ItemInfo1503 效果：增加 30% 攻击力  对象：我方单人
ItemName1504 火炎弹
ItemHelp1504 将炽热的烈火凝聚成威力强大的火球弹，在碰触到敌人时则瞬间将全部能量释放于的人身上。
ItemInfo1504 效果：火系中等伤害  对象：敌方单人
ItemName1505 烈日蚀睛
ItemHelp1505 借用太阳的强光照向敌人，能够使敌人暂时失去视觉。
ItemInfo1505 效果：盲目  对象：敌方单人
ItemName1506 炽炎波
ItemHelp1506 将烈火气化为一阵阵高热的气焰波浪向前吹去。
ItemInfo1506 效果：火系中等伤害  对象：敌方全体
ItemName1507 朱雀振翅
ItemHelp1507 召唤南方圣兽─朱雀，全身发出不可思议的超高热浪，再以高速的振翅刮出高热的飓风伤害敌人。
ItemInfo1507 效果：火系高等伤害  对象：敌方全体
ItemName1508 火神降临
ItemHelp1508 将施法者的元神与火神相融攻击敌人其强大的热量可连身带灵全数烧尽。
ItemInfo1508 效果：火系超高等伤害  对象：敌方全体
ItemName1509 魂野魔露
ItemHelp1509 借用水精灵所散发出的奇特山露水，被滴到的人就会不自觉的想睡觉。
ItemInfo1509 效果：昏睡  对象：敌方单人
ItemName1510 千水凝冰
ItemHelp1510 将雨水凝结成无数冰晶冲向敌方穿插而过。
ItemInfo1510 效果：水系低等伤害  对象：敌方全体
ItemName1511 浪卷无量
ItemHelp1511 以道家的吐呐之气与灵力的融合，引发出如大海般的巨浪袭卷敌方。
ItemInfo1511 效果：水系中高等伤害  对象：敌方全体
ItemName1512 冻雾术
ItemHelp1512 由自身发出奇异的寒气，连雾气都能冻结。
ItemInfo1512 效果：麻痹  对象：敌方单人
ItemName1513 冰石乱坠
ItemHelp1513 唤出天空中雨云的结晶，并幻化为巨大坚硬的冰石，以极高的速度下坠攻击指定的目标。
ItemInfo1513 效果：水系高等伤害  对象：敌方全体
ItemName1514 寒冰星雨
ItemHelp1514 集天地间所有寒气之大成，遂能击出一诡异冰寒的光球。
ItemInfo1514 效果：水系中等伤害  对象：敌方单人
ItemName1515 青龙云屏
ItemHelp1515 召唤东方圣兽─青龙，化成三道由地连天的强劲龙卷水柱，将敌人缠卷至空中，普通的妖孽绝无法承受一击。
ItemInfo1515 效果：水系超高等伤害  对象：敌方单人
ItemName1516 海神潮
ItemHelp1516 召唤海神附身发出汹涌无比的大浪潮袭卷敌人。
ItemInfo1516 效果：水系超高等伤害  对象：敌方全体
ItemName1517 转风术
ItemHelp1517 念咒施展旋风气流，以快速集中的风压作为攻击。
ItemInfo1517 效果：风系低等伤害  对象：敌方单人
ItemName1518 浸沐春风
ItemHelp1518 诚心乞求风之精灵，引起一阵阵清爽舒适的微风吹佛而过，沉浸在这痊愈之风内。
ItemInfo1518 效果：回复 生命 60点  对象：我方单人
ItemName1519 御风术
ItemHelp1519 让法术受予者能利用风的力量任意移动。
ItemInfo1519 效果：增加 30% 敏捷力  对象：我方单人
ItemName1520 空灵旋
ItemHelp1520 将所有生灵的生命气流化为一股有伤害力的气旋。
ItemInfo1520 效果：风系中等伤害  对象：敌方单人
ItemName1521 青风薪荣
ItemHelp1521 在人死魂魄未飞散之前，可以借由风中之精的神奇力量复活。
ItemInfo1521 效果：解除濒死状态  对象：我方单人
ItemName1522 天风卷千钧
ItemHelp1522 于大地上唤出一巨大的龙卷巨风将地面所有敌人一扫而尽。
ItemInfo1522 效果：风系中高等伤害  对象：敌方全体
ItemName1523 怒空摘星
ItemHelp1523 以强大的灵力操控令天地为之变色的狂风，其强大的力量好像连天上的星辰都要吹下了。
ItemInfo1523 效果：风系高等伤害  对象：敌方全体
ItemName1524 白虎星降
ItemHelp1524 召唤西方圣兽─白虎，白虎自身以高速旋转化成一巨大的旋风之剑，再以迅雷不及掩耳的速度贯穿敌人身形。
ItemInfo1524 效果：风系超高等伤害  对象：敌方全体
ItemName1525 锢元入石
ItemHelp1525 运用石精之力将生物的元灵封闭在岩石内。
ItemInfo1525 效果：石化  对象：敌方单人
ItemName1526 地龙钻
ItemHelp1526 将灵力贯注于地底的泥沙中，使原本柔软且无杀伤力的污土化为坚硬的尖石从地底钻出攻击敌人。
ItemInfo1526 效果：土系低等伤害  对象：敌方单人
ItemName1527 落石术
ItemHelp1527 将巨石隔空移物至天上，再以飞快的速度相敌人砸下。
ItemInfo1527 效果：土系中等伤害  对象：敌方单人
ItemName1528 石龟护甲
ItemHelp1528 把坚硬的矿石围绕在身体周围作为护甲。
ItemInfo1528 效果：增加 30% 防御力  对象：我方单人
ItemName1529 涛澜动地
ItemHelp1529 施法念咒把地表裂开掩埋敌人。
ItemInfo1529 效果：土系中等伤害  对象：敌方全体
ItemName1530 狂沙飞石
ItemHelp1530 利用法力暂时附与土沙生命，疯狂的攻击敌人。
ItemInfo1530 效果：土系中高等伤害  对象：敌方单人
ItemName1531 玄武现世
ItemHelp1531 召唤北方圣兽─玄武，翻开大地消灭一切眼前的生物；灵力不够强大的人便无法控制这无匹之力。
ItemInfo1531 效果：土系超高等伤害  对象：敌方全体
ItemName1532 亚特拉斯巨灵
ItemHelp1532 唤出大地之神亚特拉斯，将所有妖魔邪灵完全清除。
ItemInfo1532 效果：土系超高等伤害  对象：敌方全体
ItemName1533 疾电术
ItemHelp1533 击出一小型的电击球，击中目标后随即爆裂。
ItemInfo1533 效果：雷电系低等伤害  对象：敌方单人
ItemName1534 电气角钻
ItemHelp1534 射出小而尖的透明电气，被命中的人全身关节将无法动作。
ItemInfo1534 效果：麻痹  对象：敌方单人
ItemName1535 坎离雷电
ItemHelp1535 将雷电依五行八卦之理，一一命中敌人。
ItemInfo1535 效果：雷电系中等伤害  对象：敌方全体
ItemName1536 太阴神雷
ItemHelp1536 六仪四象内所衍生的神雷，一般都用来对付妖魔用的。
ItemInfo1536 效果：雷电系中高等伤害  对象：敌方单人
ItemName1537 天翔奔雷破
ItemHelp1537 从天空中落下无数的雷球，其中还挟带着威力强大的电气。
ItemInfo1537 效果：雷电系中高等伤害  对象：敌方全体
ItemName1538 天雷震八方
ItemHelp1538 无生无隐的天雷，只有在击中目标的时候才会发出震撼的声响。
ItemInfo1538 效果：雷电系高等伤害  对象：敌方单人
ItemName1539 云龙身四纵
ItemHelp1539 “雷电降身”，中国古老的招雷法术，由施法者自身发出无数的龙气。
ItemInfo1539 效果：雷电系超高等伤害  对象：敌方单人
ItemName1540 雷神动九天
ItemHelp1540 呼叫雷神以浩瀚的天神雷降临大地，消灭一切妖魔。不过没一定的能力之前，就冒然召唤雷神，自身可是要付出相当的代价。
ItemInfo1540 效果：雷电系超高等伤害  对象：敌方全体
ItemName1541 天使之福音
ItemHelp1541 呼叫天使吟唱天诗，使神圣的福音围绕着我方让邪魔鬼怪不敢靠近。
ItemInfo1541 可驱离等级较我方低的怪物。
ItemName1542 禁言封咒术
ItemHelp1542 将一切魔力灵力皆封闭住；中术者有如哑巴般。
ItemInfo1542 效果：封魔  对象：敌方单人
ItemName1543 圣光弹
ItemHelp1543 以神圣之力，击出的光球。
ItemInfo1543 效果：光系低等伤害  对象：敌方单人
ItemName1544 圣火幻剑
ItemHelp1544 发射出许多神圣的小光剑包围敌人。
ItemInfo1544 效果：光系中等伤害  对象：敌方单人
ItemName1545 霞云罩身
ItemHelp1545 从天外的一端发出的霞光祥云将施法者带至平和之地。
ItemInfo1545 效果：脱离战斗  对象：我方全体
ItemName1546 仙音净化
ItemHelp1546 从天而来的美妙音乐，不过凡心有魔性的生物听到皆当场死亡。
ItemInfo1546 效果：光系低等伤害  对象：敌方全体
ItemName1547 九龙化伤术
ItemHelp1547 引天外九龙的神奇之力，将身上的伤势一一的恢复。
ItemInfo1547 效果：回复 生命 1000点  对象：我方单人
ItemName1548 元体灵灭
ItemHelp1548 利用高速的灵体冲击，所产生它次元的强大破坏力。
ItemInfo1548 效果：光系中高等伤害  对象：敌方单人
ItemName1549 韦驮伏魔
ItemHelp1549 召唤守护神──韦驮，并发其天神奇力攻击敌人。
ItemInfo1549 效果：光系高等伤害  对象：敌方全体
ItemName1550 无相如来
ItemHelp1550 将如来佛的无边佛法，全部发挥在天地之间净化一切生物。
ItemInfo1550 效果：光系超高等伤害  对象：敌方全体
ItemName1551 阎火术
ItemHelp1551 同样的火焰却发出阴森的寒气；被燃烧之人全身会奇寒无比。
ItemInfo1551 效果：暗系低等伤害  对象：敌方单人
ItemName1552 食魂咒
ItemHelp1552 让敌人的魂魄暂时脱离，使其无法连续攻击。
ItemInfo1552 效果：惊吓  对象：敌方单人
ItemName1553 五毒咒
ItemHelp1553 驱使五毒攻击敌人，五毒分为蜈蚣、毒蝎、蜘蛛、蛤蟆、蛇。
ItemInfo1553 效果：暗系中等伤害  对象：敌方全体
ItemName1554 迷意波
ItemHelp1554 发出怪异的光波迷乱敌人，使其失去自我控制的能力。
ItemInfo1554 效果：疯狂  对象：敌方单人
ItemName1555 炼狱阴火
ItemHelp1555 借引地狱燃烧鬼魂的火焰，夹杂冷热相间的奇异阴火攻击敌人。
ItemInfo1555 效果：暗系中等伤害  对象：敌方全体
ItemName1556 衰竭术
ItemHelp1556 施法将生物的生命能量渐渐吸收殆尽。
ItemInfo1556 效果：退化  对象：敌方单人
ItemName1557 依魔行意
ItemHelp1557 呼叫黑暗的寄生兽附着敌人的意识，藉而使敌人内哄。
ItemInfo1557 效果：寄生  对象：敌方单人
ItemName1558 紫气闇龙
ItemHelp1558 当黑暗灵力达到一定的程度时，便能自由控制暗黑蛟龙攻击人类。
ItemInfo1558 效果：暗系中高等伤害  对象：敌方单人
ItemName1559 十邪散魂
ItemHelp1559 邪恶的阴气陇罩大地，呼引所有的邪灵攻击敌人。
ItemInfo1559 效果：暗系超高等伤害  对象：敌方全体
ItemName1560 冥流潺入
ItemHelp1560 将阴邪的气流导进生物的体内，再一点一滴的慢慢爆出；是相当厉害且残忍的法术。
ItemInfo1560 效果：暗系高等伤害  对象：敌方单人
ItemName1561 土地神念法
ItemHelp1561 唤出当地的土地神帮忙队伍引导出路。
ItemInfo1561 脱离迷宫
ItemName1562 天使之眼
ItemHelp1562 运用天界的神力观看大地，能使敌人无所遁形。
ItemName1563 万蛊缠身
ItemHelp1563 控制许多毒蛊攻击敌人；并使毒性慢慢的入侵敌人的体内。
ItemInfo1563 效果：中毒伤害  对象：敌方单人
ItemName1564 炙炎旋流
ItemHelp1564 寄出火焰魔法阵，发出火焰旋风包围保护着人。
ItemInfo1564 效果：增加5回合50%火系抗力 对象：我方单人
ItemName1565 缩地术
ItemHelp1565 在地上做一起点标记；等一经施法后便能一瞬间回至起点。
ItemName1566 乘龙念法
ItemHelp1566 乘坐云龙到达曾经去过的地点。
ItemInfo1566 乘天外方界之龙，来往各地
ItemName1567 寒雪气罩
ItemHelp1567 引来奇寒的气流罩住全身，以抵抗热气的攻击。
ItemInfo1567 效果：增加5回合50%水系抗力 对象：我方单人
ItemName1568 火眼金睛
ItemHelp1568 一经施法便能短暂开启天眼，藉此观看敌人的详细资料。
ItemInfo1568 观看敌方资料
ItemName1569 三藏净身咒
ItemHelp1569 运用高超的佛法不断洁净身心，使毒气只能环绕在外不能侵入。
ItemInfo1569 效果：增加5回合50%毒系抗力 对象：我方单人
ItemName1570 佛光冲宵
ItemHelp1570 念咒诵经以虔诚之心乞求佛法的加持，随之由天直射至地的万丈豪光；驱散所有妖邪之气。
ItemInfo1570 效果：增加5回合50%暗系抗力 对象：我方单人
ItemName1571 妖魔灭道
ItemHelp1571 让无数的邪灵环绕着我方，并抵挡所有神圣的攻击。
ItemInfo1571 效果：增加5回合50%光系抗力 对象：我方单人
ItemName1572 神入灵壳
ItemHelp1572 请神降临我方体内，帮助抵档物理性的攻击。
ItemInfo1572 效果：增加5回合50%物系抗力 对象：我方单人
ItemName1573 借物代形
ItemHelp1573 利用五行之物代替被攻击，可惜只能承受2次的攻击。
ItemInfo1573 效果：完全抵抗敌方攻击五次 对象：我方单人
ItemName1574 气疗术
ItemHelp1574 透过灵力的转换回复些许的生命力。
ItemInfo1574 效果：回复 生命 100点  对象：我方单人
ItemName1575 合精法
ItemHelp1575 闭住气息，运用自身的灵力将心神合一；如此渐渐的让身体自行回附失去的体力。
ItemInfo1575 效果：回复 体力 100点  对象：我方单人
ItemName1576 神恩广泽
ItemHelp1576 祈求诸方天神治愈大地的生物，由天而降的祥光无论是何种生物都能受到回复。
ItemInfo1576 效果：回复 生命 200点  对象：我方全体
ItemName1577 唤魂咒
ItemHelp1577 将将死之人的魂魄唤回，不过当灵魂回体后还是相当虚弱的。
ItemInfo1577 效果：解除濒死状态  对象：我方单人
ItemName1578 神愈咒
ItemHelp1578 高级的术士者能将灵力运用高阶的转化大法，如神力般的将其转变为生命。
ItemInfo1578 效果：回复 生命 500点  对象：我方单人
ItemName1579 舒筋活脉
ItemHelp1579 将每人体内的特殊机能调理至正常，是相当不错的回复法术。
ItemInfo1579 效果：回复 体力 200点  对象：我方全体
ItemName1580 灵息
ItemHelp1580 以道家奇特的吐呐方法将精神力一点一滴的补回来。
ItemInfo1580 效果：回复 灵力 100点并消耗 体力 100点
ItemName1581 顺脉心法
ItemHelp1581 运起内功心法调理体内筋脉；使身体的疲劳完全的消除。
ItemInfo1581 效果：回复 体力 300点  对象：我方单人
ItemName1582 风砂甘霖术
ItemHelp1582 一种高超的回复法术，不但利己也助人；不过所消号的灵力可不少。
ItemInfo1582 效果：回复 生命 1000点  对象：我方全体
ItemName1583 八方归元
ItemHelp1583 聚集八方自然的灵力，并转变为生物所需的生命力，但只限于战斗时使用。
ItemInfo1583 效果：解除濒死状态  对象：我方全体
ItemName1584 仙灵息
ItemHelp1584 更深奥的吐呐方法比灵息回复的更多。
ItemInfo1584 效果：回复 灵力 200点并消耗 体力 250点
ItemName1585 逆转丹行术
ItemHelp1585 能将失去的体力逆转回来，一种很难领悟的法术。
ItemInfo1585 效果：回复 体力 500点  对象：我方单人
ItemName1586 浴火重生咒
ItemHelp1586 借助不死火鸟的神秘力量给予将濒死的生物重拾生命力。
ItemInfo1586 效果：解除濒死状态  对象：我方单人
ItemName1587 道仪霞光
ItemHelp1587 施法者本身发出万丈豪光包围住队伍，让伙伴精气一一的恢复，但只限于平时使用。
ItemInfo1587 效果：回复全体灵力 250点并消耗 体力 400点
ItemName1588 八门定星术
ItemHelp1588 运用奇门遁甲之力将本命星的力量完全发挥出来，以保生命力不减。
ItemInfo1588 效果：回复 生命 5000点  对象：我方单人
ItemName1589 残烛引月
ItemHelp1589 祈求月神将队员的体力大量的补回。
ItemInfo1589 效果：回复 灵力 400点并消耗 体力 500点
ItemName1590 清风咒
ItemHelp1590 藉由大地之精与风之精灵的力量，祭出一阵奇特的治愈之漩流。
ItemInfo1590 治疗中毒、昏睡、疯狂、惊吓 对象：我方单人
ItemName1591 拨云见日
ItemHelp1591 解除盲目的法术。
ItemInfo1591 治疗盲目 状态  对象：我方单人
ItemName1592 蚀岩还身
ItemHelp1592 解除石化的法术。
ItemInfo1592 治疗石化 状态  对象：我方单人
ItemName1593 祭柳归灵
ItemHelp1593 解除封魔的法术。
ItemInfo1593 治疗封魔 状态  对象：我方单人
ItemName1594 离僵赤金
ItemHelp1594 解除痲痹、定身、寄身等状况的法术。
ItemInfo1594 治疗痲痹、定身、寄身 对象：我方单人
ItemName1595 化枯转荣
ItemHelp1595 解除退化的法术。
ItemInfo1595 治疗退化 状态  对象：我方单人
ItemName1596 腾蛇弃鳞
ItemHelp1596 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemInfo1596 解除所有状态  对象：我方单人
ItemName1597 腾蛇弃鳞
ItemHelp1597 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1598 腾蛇弃鳞
ItemHelp1598 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1599 腾蛇弃鳞
ItemHelp1599 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1600 腾蛇弃鳞
ItemHelp1600 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1601 腾蛇弃鳞
ItemHelp1601 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1602 腾蛇弃鳞
ItemHelp1602 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1603 腾蛇弃鳞
ItemHelp1603 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1604 腾蛇弃鳞
ItemHelp1604 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1605 腾蛇弃鳞
ItemHelp1605 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1606 腾蛇弃鳞
ItemHelp1606 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1607 腾蛇弃鳞
ItemHelp1607 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1608 腾蛇弃鳞
ItemHelp1608 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1609 腾蛇弃鳞
ItemHelp1609 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1610 腾蛇弃鳞
ItemHelp1610 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1611 腾蛇弃鳞
ItemHelp1611 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1612 腾蛇弃鳞
ItemHelp1612 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1613 腾蛇弃鳞
ItemHelp1613 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1614 腾蛇弃鳞
ItemHelp1614 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1615 腾蛇弃鳞
ItemHelp1615 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1616 腾蛇弃鳞
ItemHelp1616 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1617 腾蛇弃鳞
ItemHelp1617 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1618 腾蛇弃鳞
ItemHelp1618 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1619 腾蛇弃鳞
ItemHelp1619 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1620 腾蛇弃鳞
ItemHelp1620 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1621 腾蛇弃鳞
